,SME_offers,SME,Social_clause,G_clause,G_criterion,G_weight,Price_weight,Award_price,Legal_status,Departement,Procedure_type,CPV,Framework,Advertising,Id_contract,Allotment,Month,Contract_type,SME_ratio,Other_offers,SIREN,Participation
452631,2.0,0,0,0,0,0.0,40.0,10.929321241453598,72,77,open,66516000,0,34.0,22-33846,1,2022_March,Services,0.5,2.0,217702943,1
452632,1.0,0,0,0,0,0.0,40.0,12.403805871760007,72,77,open,66516100,0,34.0,22-33846,1,2022_March,Services,0.5,1.0,217702943,1
452633,4.0,1,0,0,0,0.0,40.0,8.648712561279806,72,77,open,66513100,0,34.0,22-33846,1,2022_March,Services,0.6666666666666666,2.0,217702943,1
452635,3.0,0,0,0,0,0.0,40.0,8.443546651247939,72,77,open,66513100,0,34.0,22-33846,1,2022_March,Services,0.6,2.0,217702943,1
433429,3.0,1,0,0,0,0.0,30.0,10.601410809463866,72,83,open,79800000,0,33.0,22-34030,1,2022_March,Services,0.6,2.0,228300018,1
433430,2.0,1,0,0,0,0.0,100.0,9.285447844462988,72,83,open,22459100,0,33.0,22-34030,1,2022_March,Supplies,0.6666666666666666,1.0,228300018,1
992883,1.0,1,0,1,0,0.0,50.0,12.676076274775909,72,71,open,15712000,1,39.0,22-34057,1,2022_March,Supplies,1.0,0.0,217102706,1
992886,1.0,1,0,1,0,0.0,50.0,12.676076274775909,72,71,open,03114100,1,39.0,22-34057,1,2022_March,Supplies,1.0,0.0,217102706,1
795108,2.0,1,0,1,0,0.0,55.0,11.892730826297814,72,56,open,44211100,0,38.0,22-34274,0,2022_March,Supplies,1.0,0.0,215602632,1
1081666,1.0,0,1,0,1,5.0,45.0,11.512925464970229,72,89,open,09211000,1,29.0,22-34387,1,2022_March,Supplies,0.25,3.0,228900015,1
1081667,1.0,0,1,0,1,5.0,45.0,12.206072645530174,72,89,open,09211000,1,29.0,22-34387,1,2022_March,Supplies,0.25,3.0,228900015,1
193530,0.0,0,0,0,0,0.0,80.0,10.778956289890028,72,13,open,33651600,1,65.0,22-34580,1,2022_March,Supplies,0.0,2.0,211300017,0
193531,0.0,0,0,0,0,0.0,80.0,10.778956289890028,72,13,open,33651600,1,65.0,22-34580,1,2022_March,Supplies,0.0,2.0,211300017,0
193532,0.0,0,0,0,0,0.0,80.0,8.070906088787819,72,13,open,33651600,1,65.0,22-34580,1,2022_March,Supplies,0.0,2.0,211300017,0
193533,0.0,0,0,0,0,0.0,80.0,10.596634733096073,72,13,open,33651600,1,65.0,22-34580,1,2022_March,Supplies,0.0,2.0,211300017,0
193535,0.0,0,0,0,0,0.0,80.0,12.676076274775909,72,13,open,33651600,1,65.0,22-34580,1,2022_March,Supplies,0.0,1.0,211300017,0
193537,0.0,0,0,0,0,0.0,80.0,10.596634733096073,72,13,open,33651600,1,65.0,22-34580,1,2022_March,Supplies,0.0,1.0,211300017,0
695921,4.0,1,0,0,0,0.0,30.0,11.478954945399074,73,29,open,71000000,0,29.0,22-34663,0,2022_March,Services,1.0,0.0,130022932,1
452666,2.0,1,0,0,0,0.0,40.0,13.739225448334965,72,77,open,90610000,0,34.0,22-34666,0,2022_March,Services,1.0,0.0,217701523,1
910559,2.0,0,1,0,0,0.0,30.0,15.38412647587812,72,85,open,92320000,1,31.0,22-34695,0,2022_March,Services,1.0,0.0,228500013,1
873531,0.0,0,0,0,0,0.0,40.0,12.689177484165796,73,37,open,44211100,0,33.0,22-3475,0,2022_January,Supplies,0.0,2.0,243700754,0
568094,6.0,1,0,0,0,0.0,30.0,13.143531738328292,73,44,open,71240000,1,33.0,22-350,0,2022_January,Services,1.0,0.0,244400438,1
1151990,0.0,0,0,0,0,0.0,70.0,11.492054166848742,72,32,open,14212000,1,32.0,22-35033,0,2022_March,Supplies,0.0,2.0,223200015,0
1151991,0.0,0,0,0,0,0.0,70.0,11.569400311898207,72,32,open,14212000,1,32.0,22-35033,0,2022_March,Supplies,0.0,2.0,223200015,0
1143347,0.0,0,0,1,1,25.0,40.0,11.736069016284437,72,90,open,34922100,1,41.0,22-35119,1,2022_March,Supplies,0.0,2.0,229000013,0
1143348,0.0,0,0,1,1,25.0,40.0,12.388394202324129,72,90,open,34922100,1,41.0,22-35119,1,2022_March,Supplies,0.0,2.0,229000013,0
140493,2.0,0,0,0,0,0.0,100.0,11.289781913656018,72,59,open,37310000,0,33.0,22-35396,1,2022_March,Supplies,1.0,0.0,215901836,1
140494,2.0,0,0,0,0,0.0,100.0,11.695247021764184,72,59,open,37310000,0,33.0,22-35396,1,2022_March,Supplies,1.0,0.0,215901836,1
138128,3.0,1,0,0,0,0.0,30.0,12.322094130566896,72,59,open,71310000,0,29.0,22-35808,0,2022_March,Services,1.0,0.0,215901539,1
671577,0.0,0,0,0,0,0.0,50.0,13.617644813834334,73,54,open,09134200,1,30.0,22-35820,0,2022_March,Supplies,0.0,4.0,245400171,0
873028,1.0,0,0,1,0,0.0,60.0,13.592367006650065,73,37,open,60130000,0,29.0,22-35860,0,2022_March,Services,0.5,1.0,180070039,1
711487,1.0,0,0,0,0,0.0,40.0,15.370950637831758,72,74,open,45233000,1,33.0,22-35864,1,2022_March,Works,0.25,3.0,227400017,1
372724,0.0,0,0,0,0,0.0,45.0,9.76749599332478,73,62,open,66515000,0,31.0,22-359,1,2022_January,Services,0.0,2.0,200069029,0
372725,0.0,0,0,0,0,0.0,45.0,10.02002536878408,73,62,open,66516000,0,31.0,22-359,1,2022_January,Services,0.0,2.0,200069029,0
372726,0.0,0,0,0,0,0.0,45.0,10.836753388616245,73,62,open,66514110,0,31.0,22-359,1,2022_January,Services,0.0,2.0,200069029,0
372730,0.0,0,0,0,0,0.0,45.0,8.896177422274805,73,62,open,66515000,0,31.0,22-359,1,2022_January,Services,0.0,2.0,200069029,0
1035242,0.0,0,0,0,0,0.0,25.0,14.308253674179499,72,10,open,66133000,1,33.0,22-35908,1,2022_March,Services,0.0,3.0,221000052,0
1035243,0.0,0,0,0,0,0.0,20.0,12.591335046320818,72,10,open,66133000,1,33.0,22-35908,1,2022_March,Services,0.0,3.0,221000052,0
220209,1.0,0,1,1,1,10.0,50.0,13.06713257276675,72,92,open,90911300,1,29.0,22-36011,1,2022_March,Services,0.3333333333333333,2.0,219200268,1
220210,1.0,0,1,1,1,10.0,50.0,12.492286090075737,72,92,open,90911200,1,29.0,22-36011,1,2022_March,Services,0.16666666666666666,5.0,219200268,1
319688,1.0,1,0,1,0,0.0,55.0,11.441128666150544,72,33,open,50241000,0,30.0,22-36013,1,2022_March,Services,1.0,0.0,223300013,1
254775,7.0,1,0,1,0,0.0,40.0,11.562153628442054,72,69,open,90911200,0,28.0,22-36045,1,2022_March,Services,1.0,0.0,216900274,1
254776,5.0,1,0,1,0,0.0,40.0,9.97025795616998,72,69,open,90911300,0,28.0,22-36045,1,2022_March,Services,1.0,0.0,216900274,1
220211,4.0,1,0,0,0,0.0,40.0,13.16158409055761,54,92,open,79311200,0,39.0,22-36086,0,2022_March,Services,1.0,0.0,498656156,1
1090279,2.0,1,0,0,0,0.0,60.0,11.257516953068743,92,04,open,90470000,0,45.0,22-36095,0,2022_March,Services,1.0,0.0,838161438,1
834656,5.0,1,0,0,0,0.0,50.0,9.890807499378754,72,01,open,77310000,1,51.0,22-3636,1,2022_January,Services,1.0,0.0,210102497,1
834657,5.0,0,0,0,0,0.0,50.0,9.163248764442333,72,01,open,77310000,1,51.0,22-3636,1,2022_January,Services,1.0,0.0,210102497,1
834658,3.0,1,0,0,0,0.0,50.0,10.54207294510339,72,01,open,77310000,1,51.0,22-3636,1,2022_January,Services,1.0,0.0,210102497,1
999496,1.0,1,1,0,0,0.0,40.0,13.429446496529584,73,11,open,45232410,0,33.0,22-36413,1,2022_March,Works,1.0,0.0,200035715,1
999499,4.0,1,1,0,0,0.0,40.0,14.588736599390375,73,11,open,45232410,0,33.0,22-36413,1,2022_March,Works,1.0,0.0,200035715,1
999502,3.0,1,1,0,0,0.0,40.0,10.112734998658226,73,11,open,45232410,0,33.0,22-36413,1,2022_March,Works,1.0,0.0,200035715,1
204914,2.0,0,0,0,0,0.0,40.0,13.997832114758229,73,92,open,72250000,1,32.0,22-36475,0,2022_March,Services,0.6666666666666666,1.0,187500095,1
110159,1.0,0,0,0,0,0.0,100.0,9.481206851499401,92,80,open,45111220,0,40.0,22-36517,1,2022_March,Works,0.5,1.0,403202179,1
110161,1.0,0,0,0,0,0.0,100.0,10.544156526450868,92,80,open,45111220,0,40.0,22-36517,1,2022_March,Works,0.5,1.0,403202179,1
1108290,5.0,0,0,0,0,0.0,50.0,13.652991628466498,73,08,open,71222100,1,47.0,22-36520,0,2022_March,Services,1.0,0.0,200047389,1
147377,2.0,1,0,0,0,0.0,100.0,11.883039695775468,92,80,open,45111220,0,40.0,22-36521,1,2022_March,Works,1.0,0.0,403202179,1
147382,2.0,1,0,0,0,0.0,100.0,13.293529610966655,92,80,open,45111220,0,40.0,22-36521,1,2022_March,Works,1.0,0.0,403202179,1
138132,2.0,1,0,0,0,0.0,100.0,10.468062452296309,92,80,open,45342000,0,40.0,22-36525,1,2022_March,Works,1.0,0.0,403202179,1
972366,1.0,0,0,0,1,20.0,30.0,13.217673557208654,73,86,open,24954100,0,39.0,22-36540,1,2022_March,Supplies,0.25,3.0,200049104,1
972367,1.0,1,0,0,0,0.0,40.0,10.819778284410283,73,86,open,24954100,0,39.0,22-36540,1,2022_March,Supplies,1.0,0.0,200049104,1
230931,2.0,1,0,0,0,0.0,40.0,15.27412558066379,73,69,open,72514300,0,48.0,22-36586,0,2022_March,Services,1.0,0.0,286912001,1
780195,2.0,0,0,0,0,0.0,40.0,12.764544922763518,73,64,open,79132000,1,34.0,22-36597,0,2022_March,Services,0.5,2.0,196402515,1
1106185,4.0,1,0,0,0,0.0,100.0,13.081541382884074,72,65,open,34330000,1,40.0,22-36730,1,2022_March,Supplies,1.0,0.0,216504407,1
1106189,2.0,1,0,0,0,0.0,100.0,12.89921982609012,72,65,open,34330000,1,40.0,22-36730,1,2022_March,Supplies,1.0,0.0,216504407,1
1106190,6.0,1,0,0,0,0.0,100.0,13.081541382884074,72,65,open,34330000,1,40.0,22-36730,1,2022_March,Supplies,1.0,0.0,216504407,1
485399,0.0,0,1,0,0,0.0,40.0,10.70556850705566,73,31,open,90911300,1,31.0,22-36731,1,2022_March,Services,0.0,7.0,130004278,0
709426,0.0,0,0,0,1,10.0,50.0,13.592367006650065,72,74,open,30190000,1,33.0,22-36803,0,2022_March,Supplies,0.0,5.0,200063402,0
436842,7.0,1,0,0,0,0.0,35.0,12.59710070584057,72,83,open,71200000,0,38.0,22-36911,0,2022_March,Services,1.0,0.0,218301190,1
220212,1.0,1,0,0,1,10.0,30.0,11.820410164718188,72,92,open,15000000,1,33.0,22-36952,1,2022_March,Supplies,1.0,0.0,219200490,1
220213,1.0,1,0,0,1,10.0,30.0,11.982929094215963,72,92,open,15000000,1,33.0,22-36952,1,2022_March,Supplies,1.0,0.0,219200490,1
220214,1.0,1,0,0,1,10.0,30.0,11.626254150277232,72,92,open,15000000,1,33.0,22-36952,1,2022_March,Supplies,1.0,0.0,219200490,1
220215,1.0,1,0,0,1,10.0,30.0,11.982929094215963,72,92,open,15000000,1,33.0,22-36952,1,2022_March,Supplies,1.0,0.0,219200490,1
220216,1.0,1,0,0,1,10.0,30.0,12.388394202324129,72,92,open,15000000,1,33.0,22-36952,1,2022_March,Supplies,0.5,1.0,219200490,1
230932,3.0,0,0,0,0,0.0,80.0,11.149930592286676,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230951,3.0,1,0,0,0,0.0,80.0,10.777726367178413,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230952,2.0,0,0,0,0,0.0,80.0,11.059487858312968,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230955,2.0,0,0,0,0,0.0,80.0,10.884648000696686,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230958,2.0,0,0,0,0,0.0,80.0,11.27273747904676,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230961,1.0,1,0,0,0,0.0,80.0,12.256066846461103,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230965,3.0,0,0,0,0,0.0,80.0,10.796182070555096,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230969,2.0,0,0,0,0,0.0,80.0,11.54925739421762,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230972,3.0,1,0,0,0,0.0,80.0,10.793536973205056,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230973,2.0,0,0,0,0,0.0,80.0,10.933821000450944,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230977,3.0,0,0,0,0,0.0,80.0,11.575909653758895,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230982,2.0,0,0,0,0,0.0,80.0,12.078841365454132,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230985,3.0,0,0,0,0,0.0,80.0,10.934391858180161,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230988,1.0,1,0,0,0,0.0,80.0,11.324931852438818,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230936,2.0,0,0,0,0,0.0,80.0,11.362800006392591,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230989,2.0,0,0,0,0,0.0,80.0,12.190502050539216,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230992,1.0,1,0,0,0,0.0,80.0,11.538037501785084,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230993,2.0,1,0,0,0,0.0,80.0,12.681461747052246,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230994,3.0,1,0,0,0,0.0,80.0,12.054790347958386,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230995,1.0,1,0,0,0,0.0,80.0,11.175478753702787,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230996,1.0,1,0,0,0,0.0,80.0,11.473363093458376,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230997,1.0,1,0,0,0,0.0,80.0,12.098865982345766,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230998,2.0,1,0,0,0,0.0,80.0,11.367622197774356,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230999,1.0,1,0,0,0,0.0,80.0,10.980535663288396,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231000,1.0,1,0,0,0,0.0,80.0,11.166639228202394,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230939,2.0,1,0,0,0,0.0,80.0,11.071128267614661,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231001,1.0,1,0,0,0,0.0,80.0,11.316959241660811,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231002,1.0,1,0,0,0,0.0,80.0,11.781065326214616,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231003,1.0,0,0,0,0,0.0,80.0,11.46452272574206,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231006,2.0,0,0,0,0,0.0,80.0,11.580565421680568,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231010,2.0,1,0,0,0,0.0,80.0,12.657679970643589,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231011,2.0,1,0,0,0,0.0,80.0,11.455222196841783,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231012,2.0,0,0,0,0,0.0,80.0,12.663886657340944,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231015,2.0,1,0,0,0,0.0,80.0,11.490025245083896,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231016,2.0,0,0,0,0,0.0,80.0,11.756302923115248,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230940,2.0,1,0,0,0,0.0,80.0,11.17606715383184,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231019,1.0,1,0,0,0,0.0,80.0,12.25373836822837,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231020,2.0,0,0,0,0,0.0,80.0,11.185296015408854,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231023,2.0,0,0,0,0,0.0,80.0,11.05147713456689,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231029,2.0,0,0,0,0,0.0,80.0,11.550211615756151,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231032,2.0,0,0,0,0,0.0,80.0,11.660646950318293,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231035,2.0,0,0,0,0,0.0,80.0,10.799820445069336,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231038,2.0,1,0,0,0,0.0,80.0,11.542105554732554,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230941,2.0,0,0,0,0,0.0,80.0,11.387928974795543,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231039,3.0,1,0,0,0,0.0,80.0,11.54575077103465,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231040,3.0,0,0,0,0,0.0,80.0,11.57431214928444,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231043,2.0,0,0,0,0,0.0,80.0,11.588793316199357,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231047,3.0,1,0,0,0,0.0,80.0,11.496531820483794,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231048,2.0,0,0,0,0,0.0,80.0,11.477805930475213,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
231051,2.0,1,0,0,0,0.0,80.0,11.43348174453468,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230944,4.0,0,0,0,0,0.0,80.0,11.920927352730363,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
230948,2.0,0,0,0,0,0.0,80.0,11.77859196336433,72,69,open,60130000,1,30.0,22-36989,1,2022_March,Services,1.0,0.0,200053767,1
500630,1.0,1,0,0,0,0.0,40.0,12.282339000983624,72,95,open,90610000,0,30.0,22-37078,0,2022_March,Services,1.0,0.0,219505633,1
435065,1.0,1,0,0,1,15.0,60.0,11.289781913656018,73,83,open,22800000,1,34.0,22-3711,1,2022_January,Supplies,1.0,0.0,188300016,1
435066,1.0,1,0,0,1,15.0,60.0,11.407564949312402,73,83,open,18934000,1,34.0,22-3711,1,2022_January,Supplies,0.5,1.0,188300016,1
231054,1.0,1,0,1,0,0.0,55.0,13.592367006650065,72,69,open,63712700,0,33.0,22-37250,0,2022_March,Services,1.0,0.0,200046977,1
589336,1.0,1,0,0,0,0.0,60.0,12.266377216135684,73,38,open,09134200,0,31.0,22-37274,1,2022_March,Supplies,0.25,3.0,253801179,1
589337,0.0,0,0,0,0,0.0,60.0,12.060497589703223,73,38,open,09134200,0,31.0,22-37274,1,2022_March,Supplies,0.0,3.0,253801179,0
834504,2.0,1,0,0,0,0.0,40.0,12.468436909997665,73,01,open,90511100,1,43.0,22-37394,1,2022_April,Services,0.6666666666666666,1.0,240100628,1
834505,2.0,1,0,0,0,0.0,40.0,12.793859310432293,73,01,open,90511100,1,43.0,22-37394,1,2022_April,Services,0.6666666666666666,1.0,240100628,1
697684,0.0,0,0,0,0,0.0,60.0,13.592367006650065,72,29,open,71332000,0,40.0,22-37417,0,2022_March,Services,0.0,3.0,222900011,0
788295,6.0,1,0,0,0,0.0,100.0,11.002099841204238,92,84,open,71241000,1,38.0,22-37419,0,2022_March,Services,1.0,0.0,502511223,1
1105551,0.0,0,0,0,0,0.0,80.0,12.542544882151386,72,65,open,03410000,1,31.0,22-37492,1,2022_March,Supplies,0.0,2.0,216504407,0
1105552,0.0,0,0,0,0,0.0,80.0,11.289781913656018,72,65,open,44140000,1,31.0,22-37492,1,2022_March,Supplies,0.0,1.0,216504407,0
453277,1.0,1,1,1,1,15.0,50.0,15.38412647587812,41,77,open,60161000,1,31.0,22-37543,0,2022_March,Services,1.0,0.0,776056467,1
757224,2.0,0,0,0,1,15.0,35.0,9.865629909979887,72,17,open,15119000,0,38.0,22-37592,1,2022_March,Supplies,0.5,2.0,211701420,1
757234,1.0,0,0,0,1,15.0,40.0,10.60549536152827,72,17,open,15550000,0,38.0,22-37592,1,2022_March,Supplies,0.3333333333333333,2.0,211701420,1
757236,1.0,0,0,0,1,15.0,40.0,9.137769679141348,72,17,open,15550000,0,38.0,22-37592,1,2022_March,Supplies,1.0,0.0,211701420,1
757237,1.0,0,0,0,1,15.0,35.0,8.568836424568076,72,17,open,15550000,0,38.0,22-37592,1,2022_March,Supplies,1.0,0.0,211701420,1
757238,2.0,0,0,0,1,10.0,40.0,9.129347212766652,72,17,open,03142500,0,38.0,22-37592,1,2022_March,Supplies,0.6666666666666666,1.0,211701420,1
757225,2.0,0,0,0,1,15.0,35.0,11.114222442341186,72,17,open,15119000,0,38.0,22-37592,1,2022_March,Supplies,0.6666666666666666,1.0,211701420,1
757226,2.0,0,0,0,1,15.0,35.0,9.8853744971092,72,17,open,15119000,0,38.0,22-37592,1,2022_March,Supplies,0.6666666666666666,1.0,211701420,1
757227,3.0,0,0,0,1,15.0,35.0,9.109967397829395,72,17,open,15119000,0,38.0,22-37592,1,2022_March,Supplies,0.75,1.0,211701420,1
757229,1.0,0,0,0,1,15.0,40.0,9.571853592555165,72,17,open,15131120,0,38.0,22-37592,1,2022_March,Supplies,0.3333333333333333,2.0,211701420,1
84139,2.0,0,0,0,0,0.0,40.0,12.687726891995885,71,75,open,32424000,1,40.0,22-37602,0,2022_March,Supplies,0.5,2.0,110000023,1
1070215,2.0,0,0,0,0,0.0,40.0,12.145308326456531,72,79,open,71300000,0,47.0,22-37605,0,2022_March,Services,0.4,3.0,227900016,1
455181,2.0,0,1,0,0,0.0,40.0,14.28551418721001,72,77,open,77313000,0,30.0,22-37672,0,2022_March,Services,0.4,3.0,217704683,1
1151882,0.0,0,0,0,0,0.0,40.0,3.1354942159291497,72,32,open,75231240,1,29.0,22-3772,1,2022_January,Services,0.0,1.0,223200015,0
1151883,0.0,0,0,0,0,0.0,40.0,3.1354942159291497,72,32,open,75231240,1,29.0,22-3772,1,2022_January,Services,0.0,1.0,223200015,0
1151885,0.0,0,0,0,0,0.0,40.0,3.1354942159291497,72,32,open,75231240,1,29.0,22-3772,1,2022_January,Services,0.0,2.0,223200015,0
1151886,0.0,0,0,0,0,0.0,40.0,3.1354942159291497,72,32,open,75231240,1,29.0,22-3772,1,2022_January,Services,0.0,1.0,223200015,0
1034552,0.0,0,0,0,0,0.0,60.0,11.098924025839777,72,10,open,71317210,1,33.0,22-37720,1,2022_March,Services,0.0,7.0,221000052,0
1034553,0.0,0,0,0,0,0.0,45.0,11.121067360268281,72,10,open,71335000,1,33.0,22-37720,1,2022_March,Services,0.0,4.0,221000052,0
1034554,0.0,0,0,0,0,0.0,45.0,9.546812608597396,72,10,open,71335000,1,33.0,22-37720,1,2022_March,Services,0.0,4.0,221000052,0
1034556,0.0,0,0,0,0,0.0,45.0,10.543904617501447,72,10,open,71317210,1,33.0,22-37720,1,2022_March,Services,0.0,5.0,221000052,0
771502,4.0,1,0,0,0,0.0,30.0,12.324455501258525,72,14,open,71240000,0,40.0,22-37761,0,2022_March,Services,0.8,1.0,211403662,1
781774,0.0,0,0,0,0,0.0,100.0,16.861424170412388,73,64,negotiated,41100000,0,37.0,22-37852,0,2022_March,Supplies,0.0,2.0,200067106,0
780184,0.0,0,0,0,0,0.0,100.0,17.001177997757857,73,64,negotiated,90410000,0,54.0,22-37853,0,2022_March,Services,0.0,2.0,200067106,0
314420,1.0,1,0,0,0,0.0,30.0,11.951393276466515,73,33,open,38000000,0,33.0,22-37886,0,2022_March,Supplies,1.0,0.0,180089013,1
907909,2.0,1,1,0,0,0.0,30.0,12.611697740839704,73,25,open,80530000,1,33.0,22-38081,1,2022_March,Services,1.0,0.0,130005481,1
907910,2.0,1,1,0,0,0.0,30.0,11.824079893607152,73,25,open,80530000,1,33.0,22-38081,1,2022_March,Services,1.0,0.0,130005481,1
907911,1.0,1,1,0,0,0.0,30.0,11.917850427225883,73,25,open,80530000,1,33.0,22-38081,1,2022_March,Services,1.0,0.0,130005481,1
907912,2.0,1,1,0,0,0.0,30.0,12.704481499281076,73,25,open,80530000,1,33.0,22-38081,1,2022_March,Services,1.0,0.0,130005481,1
907914,1.0,1,1,0,0,0.0,30.0,13.181567696951198,73,25,open,80530000,1,33.0,22-38081,1,2022_March,Services,1.0,0.0,130005481,1
907915,2.0,1,1,0,0,0.0,30.0,12.542544882151386,73,25,open,80530000,1,33.0,22-38081,1,2022_March,Services,1.0,0.0,130005481,1
907917,3.0,1,1,0,0,0.0,30.0,12.458444847504513,73,25,open,80530000,1,33.0,22-38081,1,2022_March,Services,1.0,0.0,130005481,1
907920,1.0,1,1,0,0,0.0,30.0,13.655345326932014,73,25,open,80530000,1,33.0,22-38081,1,2022_March,Services,1.0,0.0,130005481,1
612875,3.0,0,0,0,0,0.0,50.0,14.972391754756359,73,67,open,79132000,1,45.0,22-38096,0,2022_March,Services,0.6,2.0,130005457,1
435946,2.0,1,0,0,1,10.0,30.0,12.89921982609012,72,83,open,71241000,1,38.0,22-38165,1,2022_March,Services,1.0,0.0,218301232,1
814091,10.0,1,0,0,0,0.0,60.0,14.017879810062007,62,49,open,16000000,0,33.0,22-38232,1,2022_March,Supplies,1.0,0.0,840423198,1
814092,9.0,1,0,0,0,0.0,60.0,13.724491159577106,62,49,open,42418000,0,33.0,22-38232,1,2022_March,Supplies,1.0,0.0,840423198,1
814093,5.0,1,0,0,0,0.0,40.0,14.44144898883077,62,49,open,34115000,0,33.0,22-38232,1,2022_March,Supplies,1.0,0.0,840423198,1
89054,9.0,1,0,1,1,5.0,40.0,12.89921982609012,73,75,open,71300000,1,30.0,22-38337,1,2022_March,Services,1.0,0.0,257500041,1
89056,9.0,1,0,1,1,5.0,40.0,12.89921982609012,73,75,open,71300000,1,30.0,22-38337,1,2022_March,Services,1.0,0.0,257500041,1
702792,0.0,0,0,0,0,0.0,60.0,13.789300043944186,73,74,open,09134220,0,56.0,22-38377,0,2022_March,Supplies,0.0,1.0,247400690,0
196545,3.0,1,0,0,0,0.0,40.0,11.36588610632084,73,13,open,50413200,0,36.0,22-38490,0,2022_April,Services,1.0,0.0,180089013,1
144161,6.0,1,0,1,1,5.0,45.0,11.611547518099059,73,59,open,39100000,1,30.0,22-38521,1,2022_May,Supplies,0.8571428571428571,1.0,185911500,1
